ID,Make,Model,Year
16363,Yamaha,Kodiak 700 EPS SE (YFM700FBPSE),2017
16364,Yamaha,Kodiak 700 SE EPS (YFM700FBSE),2016
16365,Yamaha,Kodiak 700 SE EPS (YFM700FBSE),2017
16366,Yamaha,Majesty 250 (YP250),1998
16367,Yamaha,Majesty 250 (YP250),1999
16368,Yamaha,Majesty 250 (YP250),2000
16369,Yamaha,Majesty 250 (YP250),2001
16370,Yamaha,Majesty 250 (YP250),2002
16371,Yamaha,Majesty 250 (YP250),2003
16372,Yamaha,Majesty 250 (YP250),2004
16373,Yamaha,Majesty 250 (YP250),2005
16374,Yamaha,Majesty 250 (YP250),2006
16375,Yamaha,Majesty 250 (YP250),2007
16376,Yamaha,Majesty 400 (YP400),2004
16377,Yamaha,Majesty 400 (YP400),2005
16378,Yamaha,Majesty 400 (YP400),2006
16379,Yamaha,Majesty 400 (YP400),2007
16380,Yamaha,Majesty 400 (YP400),2008
16381,Yamaha,Majesty 400 (YP400),2009
16382,Yamaha,Majesty 400 (YP400),2010
16383,Yamaha,Majesty 400 (YP400),2011
16384,Yamaha,Majesty 400 (YP400),2012
16385,Yamaha,Majesty 400 (YP400),2013
16386,Yamaha,Majesty 400 (YP400),2014
16387,Yamaha,Moto4 250 (YFM250),1991
16388,Yamaha,Moto4 350 (YFM350ER),1987
16389,Yamaha,Moto4 350 (YFM350ER),1988
16390,Yamaha,Moto4 350 (YFM350ER),1989
16391,Yamaha,Moto4 350 (YFM350ER),1990
16392,Yamaha,Moto4 350 (YFM350ER),1991
16393,Yamaha,Moto4 350 (YFM350ER),1992
16394,Yamaha,Moto4 350 (YFM350ER),1993
16395,Yamaha,Moto4 350 (YFM350ER),1994
16396,Yamaha,Moto4 350 (YFM350ER),1995
16397,Yamaha,Moto4 350 (YFM350ER),1996
16398,Yamaha,MT-01,2005
16399,Yamaha,MT-01,2006
16400,Yamaha,MT-01,2007
16401,Yamaha,MT-01,2008
16402,Yamaha,MT-01,2009
16403,Yamaha,MT-01,2010
16404,Yamaha,MT-01,2011
16405,Yamaha,MT-01,2012
16406,Yamaha,MT-01,2013
16407,Yamaha,MT-01 SP,2009
16408,Yamaha,MT-03 (660),2013
16409,Yamaha,MT-03 (660),2014
16410,Yamaha,MT-03 (660),2015
16411,Yamaha,MT-03 ABS 321 (MT03LA),2016
16412,Yamaha,MT-03 ABS 321 (MT03LA),2017
16413,Yamaha,MT-07 LAMS,2015
16414,Yamaha,MT-07 LAMS,2016
16415,Yamaha,MT-07 LAMS,2017
16416,Yamaha,MT-07 Tracer,2017
16417,Yamaha,MT-07HO,2015
16418,Yamaha,MT-07HO,2016
16419,Yamaha,MT-07HO,2017
16420,Yamaha,MT-09,2014
16421,Yamaha,MT-09,2015
16422,Yamaha,MT-09,2016
16423,Yamaha,MT-09,2017
16424,Yamaha,MT-09 Street Rally,2014
16425,Yamaha,MT-09 Tracer (MT09TRA),2015
16426,Yamaha,MT-09 Tracer (MT09TRA),2016
16427,Yamaha,MT-09A,2015
16428,Yamaha,MT-09A,2016
16429,Yamaha,MT-09A,2017
16430,Yamaha,MT-10 (MT10A),2016
16431,Yamaha,MT-10 (MT10A),2017
16432,Yamaha,MT-10 SP (MT10ASP),2017
16433,Yamaha,MX100,1980
16434,Yamaha,MX100,1981
16435,Yamaha,MX100,1986
16436,Yamaha,MX100,1987
16437,Yamaha,MX100,1988
16438,Yamaha,MX100,1989
16439,Yamaha,MX100,1990
16440,Yamaha,MX100,1991
16441,Yamaha,MX250,1975
16442,Yamaha,MX360,1973
16443,Yamaha,NMAX ABS (GDP125A),2015
16444,Yamaha,NMAX ABS (GDP125A),2016
16445,Yamaha,NMAX ABS (GDP125A),2017
16446,Yamaha,Passola 50 (SA50),1980
16447,Yamaha,Passola 50 (SA50),1981
16448,Yamaha,Passola 50 (SA50),1982
16449,Yamaha,Passola 50 (SA50),1983
16450,Yamaha,Passola 50 (SA50),1984
16451,Yamaha,PeeWee 80 (PW80),1983
16452,Yamaha,PeeWee 80 (PW80),1984
16453,Yamaha,PeeWee 80 (PW80),1985
16454,Yamaha,PeeWee 80 (PW80),1986
16455,Yamaha,PeeWee 80 (PW80),1987
16456,Yamaha,PeeWee 80 (PW80),1988
16457,Yamaha,PeeWee 80 (PW80),1989
16458,Yamaha,PeeWee 80 (PW80),1990
16459,Yamaha,PeeWee 80 (PW80),1991
16460,Yamaha,PeeWee 80 (PW80),1992
16461,Yamaha,PeeWee 80 (PW80),1993
16462,Yamaha,PeeWee 80 (PW80),1994
16463,Yamaha,PeeWee 80 (PW80),1995
16464,Yamaha,PeeWee 80 (PW80),1996
16465,Yamaha,PeeWee 80 (PW80),1997
16466,Yamaha,PeeWee 80 (PW80),1998
16467,Yamaha,PeeWee 80 (PW80),1999
16468,Yamaha,PeeWee 80 (PW80),2000
16469,Yamaha,PeeWee 80 (PW80),2001
16470,Yamaha,PeeWee 80 (PW80),2002
16471,Yamaha,PeeWee 80 (PW80),2003
16472,Yamaha,PeeWee 80 (PW80),2004
16473,Yamaha,PeeWee 80 (PW80),2005
16474,Yamaha,PeeWee 80 (PW80),2006
16475,Yamaha,PeeWee 80 (PW80),2007
16476,Yamaha,PeeWee 80 (PW80),2008
16477,Yamaha,PeeWee 80 (PW80),2009
16478,Yamaha,PeeWee 80 (PW80),2010
16479,Yamaha,PeeWee 80 (PW80),2011
16480,Yamaha,PeeWee 80 (PW80),2012
16481,Yamaha,ProHauler (YFU1),1989
16482,Yamaha,ProHauler (YFU1),1990
16483,Yamaha,ProHauler (YFU1),1991
16484,Yamaha,ProHauler (YFU1),1992
16485,Yamaha,ProHauler (YFU1),1993
16486,Yamaha,ProHauler (YFU1),1994
16487,Yamaha,ProHauler (YFU1),1995
16488,Yamaha,ProHauler (YFU1),1996
16489,Yamaha,PW50,1981
16490,Yamaha,PW50,1982
16491,Yamaha,PW50,1983
16492,Yamaha,PW50,1984
16493,Yamaha,PW50,1985
16494,Yamaha,PW50,1986
16495,Yamaha,PW50,1987
16496,Yamaha,PW50,1988
16497,Yamaha,PW50,1989
16498,Yamaha,PW50,1990
16499,Yamaha,PW50,1991
16500,Yamaha,PW50,1992
16501,Yamaha,PW50,1993
16502,Yamaha,PW50,1994
16503,Yamaha,PW50,1995
16504,Yamaha,PW50,1996
16505,Yamaha,PW50,1997
16506,Yamaha,PW50,1998
16507,Yamaha,PW50,1999
16508,Yamaha,PW50,2000
16509,Yamaha,PW50,2001
16510,Yamaha,PW50,2002
16511,Yamaha,PW50,2003
16512,Yamaha,PW50,2004
16513,Yamaha,PW50,2005
16514,Yamaha,PW50,2006
16515,Yamaha,PW50,2007
16516,Yamaha,PW50,2008
16517,Yamaha,PW50,2009
16518,Yamaha,PW50,2010
16519,Yamaha,PW50,2011
16520,Yamaha,PW50,2012
16521,Yamaha,PW50,2013
16522,Yamaha,PW50,2014
16523,Yamaha,PW50,2015
16524,Yamaha,PW50,2016
16525,Yamaha,PW50,2017
16526,Yamaha,QT50,1980
16527,Yamaha,QT50,1981
16528,Yamaha,QT50,1982
16529,Yamaha,R-3,1968
16530,Yamaha,R-3,1969
16531,Yamaha,R5,1972
16532,Yamaha,Raider S (XV1900S),2011
16533,Yamaha,Raptor 125 (YFM125R),2011
16534,Yamaha,Raptor 125 (YFM125R),2012
16535,Yamaha,Raptor 125 (YFM125R),2013
16536,Yamaha,Raptor 125 (YFM125R),2014
16537,Yamaha,Raptor 125 (YFM125R),2015
16538,Yamaha,Raptor 250  (YFM250R),1990
16539,Yamaha,Raptor 250  (YFM250R),1991
16540,Yamaha,Raptor 250  (YFM250R),1992
16541,Yamaha,Raptor 250  (YFM250R),1993
16542,Yamaha,Raptor 250  (YFM250R),1994
16543,Yamaha,Raptor 250  (YFM250R),2000
16544,Yamaha,Raptor 250  (YFM250R),2001
16545,Yamaha,Raptor 250  (YFM250R),2002
16546,Yamaha,Raptor 250  (YFM250R),2003
16547,Yamaha,Raptor 250  (YFM250R),2004
16548,Yamaha,Raptor 250  (YFM250R),2005
16549,Yamaha,Raptor 250  (YFM250R),2006
16550,Yamaha,Raptor 250  (YFM250R),2007
16551,Yamaha,Raptor 250  (YFM250R),2008
16552,Yamaha,Raptor 250  (YFM250R),2009
16553,Yamaha,Raptor 250  (YFM250R),2010
16554,Yamaha,Raptor 250  (YFM250R),2011
16555,Yamaha,Raptor 250  (YFM250R),2012
16556,Yamaha,Raptor 250  (YFM250R),2013
16557,Yamaha,Raptor 250  (YFM250R),2014
16558,Yamaha,Raptor 250 SE  (YFM250R SE),2009
16559,Yamaha,Raptor 250 SE  (YFM250R SE),2010
16560,Yamaha,Raptor 250 SE  (YFM250R SE),2011
16561,Yamaha,Raptor 250 SE  (YFM250R SE),2012
16562,Yamaha,Raptor 250 SE  (YFM250R SE),2013
16563,Yamaha,Raptor 350  (YFM350R),2004
16564,Yamaha,Raptor 350  (YFM350R),2005
16565,Yamaha,Raptor 350  (YFM350R),2006
16566,Yamaha,Raptor 350  (YFM350R),2007
16567,Yamaha,Raptor 350  (YFM350R),2008
16568,Yamaha,Raptor 350  (YFM350R),2009
16569,Yamaha,Raptor 350  (YFM350R),2010
16570,Yamaha,Raptor 350  (YFM350R),2011
16571,Yamaha,Raptor 350  (YFM350R),2012
16572,Yamaha,Raptor 350  (YFM350R),2013
16573,Yamaha,Raptor 350  (YFM350R),2014
16574,Yamaha,Raptor 50 (YFM50R),2003
16575,Yamaha,Raptor 50 (YFM50R),2004
16576,Yamaha,Raptor 50 (YFM50R),2005
16577,Yamaha,Raptor 50 (YFM50R),2006
16578,Yamaha,Raptor 50 (YFM50R),2007
16579,Yamaha,Raptor 50 (YFM50R),2008
16580,Yamaha,Raptor 50 (YFM50R),2009
16581,Yamaha,Raptor 50 (YFM50R),2010
16582,Yamaha,Raptor 660 SE (YFM660RSE),2004
16583,Yamaha,Raptor 660 SE (YFM660RSE),2005
16584,Yamaha,Raptor 660 SE (YFM660RSE),2006
16585,Yamaha,Raptor 700 (YFM700R),2005
16586,Yamaha,Raptor 700 (YFM700R),2006
16587,Yamaha,Raptor 700 (YFM700R),2007
16588,Yamaha,Raptor 700 (YFM700R),2008
16589,Yamaha,Raptor 700 (YFM700R),2009
16590,Yamaha,Raptor 700 (YFM700R),2010
16591,Yamaha,Raptor 700 (YFM700R),2011
16592,Yamaha,Raptor 700 (YFM700R),2012
16593,Yamaha,Raptor 700 (YFM700R),2013
16594,Yamaha,Raptor 700 (YFM700R),2014
16595,Yamaha,Raptor 700 (YFM700R),2015
16596,Yamaha,Raptor 700 (YFM700R),2016
16597,Yamaha,Raptor 700 (YFM700R),2017
16598,Yamaha,Raptor 700 60th Anniversary (YFM700RSE),2016
16599,Yamaha,Raptor 700 60th Anniversary (YFM700RSE),2017
16600,Yamaha,Raptor 700 SE (YFM700RSE),2008
16601,Yamaha,Raptor 700 SE (YFM700RSE),2009
16602,Yamaha,Raptor 700 SE (YFM700RSE),2010
16603,Yamaha,Raptor 700 SE (YFM700RSE),2011
16604,Yamaha,Raptor 700 SE (YFM700RSE),2012
16605,Yamaha,Raptor 700 SE (YFM700RSE),2013
16606,Yamaha,Raptor 700 SE (YFM700RSE),2014
16607,Yamaha,Raptor 700 SE (YFM700RSE),2015
16608,Yamaha,Raptor 700 SE (YFM700RSE),2016
16609,Yamaha,Raptor 80 (YFM80R),1985
16610,Yamaha,Raptor 80 (YFM80R),1986
16611,Yamaha,Raptor 80 (YFM80R),1987
16612,Yamaha,Raptor 80 (YFM80R),1992
16613,Yamaha,Raptor 80 (YFM80R),1993
16614,Yamaha,Raptor 80 (YFM80R),1994
16615,Yamaha,Raptor 80 (YFM80R),1995
16616,Yamaha,Raptor 80 (YFM80R),1996
16617,Yamaha,Raptor 80 (YFM80R),1997
16618,Yamaha,Raptor 80 (YFM80R),1998
16619,Yamaha,Raptor 80 (YFM80R),1999
16620,Yamaha,Raptor 80 (YFM80R),2000
16621,Yamaha,Raptor 80 (YFM80R),2001
16622,Yamaha,Raptor 80 (YFM80R),2002
16623,Yamaha,Raptor 80 (YFM80R),2003
16624,Yamaha,Raptor 80 (YFM80R),2004
16625,Yamaha,Raptor 80 (YFM80R),2005
16626,Yamaha,Raptor 80 (YFM80R),2006
16627,Yamaha,Raptor 80 (YFM80R),2007
16628,Yamaha,Raptor 80 (YFM80R),2008
16629,Yamaha,Raptor 80 (YFM80R),2009
16630,Yamaha,Raptor 90 (YFM90R),2009
16631,Yamaha,Raptor 90 (YFM90R),2010
16632,Yamaha,Raptor 90 (YFM90R),2011
16633,Yamaha,Raptor 90 (YFM90R),2012
16634,Yamaha,Raptor 90 (YFM90R),2013
16635,Yamaha,Raptor 90 (YFM90R),2014
16636,Yamaha,Raptor 90 (YFM90R),2015
16637,Yamaha,Raptor 90 (YFM90R),2016
16638,Yamaha,Raptor 90 (YFM90R),2017
16639,Yamaha,Razz (SH50),1989
16640,Yamaha,Razz (SH50),1990
16641,Yamaha,Razz (SH50),1991
16642,Yamaha,RD125,1974
16643,Yamaha,RD125,1975
16644,Yamaha,RD200,1973
16645,Yamaha,RD250,1974
16646,Yamaha,RD250,1975
16647,Yamaha,RD250,1977
16648,Yamaha,RD250,1978
16649,Yamaha,RD250,1979
16650,Yamaha,RD250,1980
16651,Yamaha,RD250,1981
16652,Yamaha,RD250,1982
16653,Yamaha,RD250,1983
16654,Yamaha,RD350,1973
16655,Yamaha,RD350,1974
16656,Yamaha,RD350,1975
16657,Yamaha,RD350,1981
16658,Yamaha,RD350,1982
16659,Yamaha,RD350,1983
16660,Yamaha,RD350LC,1981
16661,Yamaha,RD400,1976
16662,Yamaha,RD400,1977
16663,Yamaha,RD400,1978
16664,Yamaha,RD400,1979
16665,Yamaha,RD400,1980
16666,Yamaha,Rhino 660,2006
16667,Yamaha,Rhino 700  (YXR700FA),2008
16668,Yamaha,Rhino 700  (YXR700FA),2009
16669,Yamaha,Rhino 700  (YXR700FA),2010
16670,Yamaha,Rhino 700  (YXR700FA),2011
16671,Yamaha,Rhino 700  (YXR700FA),2012
16672,Yamaha,Rhino 700  (YXR700FA),2013
16673,Yamaha,Rhino 700  (YXR700FA),2014
16674,Yamaha,Rhino 700  (YXR700FA),2015
16675,Yamaha,Road Star (XV1600A),1999
16676,Yamaha,Road Star (XV1600A),2000
16677,Yamaha,Road Star (XV1600A),2001
16678,Yamaha,Road Star (XV1600A),2002
16679,Yamaha,Road Star (XV1600A),2003
16680,Yamaha,Road Star (XV1600A),2004
16681,Yamaha,Road Star (XV1600A),2005
16682,Yamaha,Road Star (XV1600A),2006
16683,Yamaha,Road Star (XV1600A),2007
16684,Yamaha,Road Warrior Special Edition (XV1700PCSP),2004
16685,Yamaha,Road Warrior Special Edition (XV1700PCSP),2005
16686,Yamaha,Road Warrior Special Edition (XV1700PCSP),2006
16687,Yamaha,Roadliner  (XV1900A),2006
16688,Yamaha,Roadliner  (XV1900A),2007
16689,Yamaha,Roadliner  (XV1900A),2008
16690,Yamaha,Roadliner  (XV1900A),2009
16691,Yamaha,Roadliner  (XV1900A),2010
16692,Yamaha,Roadliner  (XV1900A),2011
16693,Yamaha,Roadliner  (XV1900A),2012
16694,Yamaha,Roadliner  (XV1900A),2013
16695,Yamaha,Roadliner  (XV1900A),2014
16696,Yamaha,Roadliner  (XV1900A),2015
16697,Yamaha,Roadliner  (XV1900A),2016
16698,Yamaha,Roadliner  (XV1900A),2017
16699,Yamaha,Roadliner S  (XV1900AS),2006
16700,Yamaha,Roadliner S  (XV1900AS),2007
16701,Yamaha,Roadliner S  (XV1900AS),2008
16702,Yamaha,Roadliner S  (XV1900AS),2009
16703,Yamaha,Royal Star Tour Classic XVZ 1300,1997
16704,Yamaha,Royal Star Tour Classic XVZ 1300,1998
16705,Yamaha,Royal Star Tour Deluxe (XVZ1300),1997
16706,Yamaha,Royal Star Tour Deluxe (XVZ1300),1998
16707,Yamaha,Royal Star Tour Deluxe (XVZ1300),1999
16708,Yamaha,Royal Star Tour Deluxe (XVZ1300),2000
16709,Yamaha,Royal Star Tour Deluxe (XVZ1300),2005
16710,Yamaha,Royal Star Tour Deluxe (XVZ1300),2007
16711,Yamaha,Royal Star Venture,2004
16712,Yamaha,Royal Star Venture (XVZ1300),2003
16713,Yamaha,Royal Star Venture (XVZ1300TF),1999
16714,Yamaha,Royal Star Venture (XVZ1300TF),2000
16715,Yamaha,Royal Star Venture (XVZ1300TF),2001
16716,Yamaha,Royal Star Venture (XVZ1300TF),2002
16717,Yamaha,Royal Star Venture (XVZ1300TF),2003
16718,Yamaha,Royal Star Venture (XVZ1300TF),2004
16719,Yamaha,Royal Star Venture (XVZ1300TF),2005
16720,Yamaha,Royal Star Venture (XVZ1300TF),2006
16721,Yamaha,Royal Star Venture (XVZ1300TF),2007
16722,Yamaha,RT100,1993
16723,Yamaha,RT100,1994
16724,Yamaha,RT100,1995
16725,Yamaha,RT100,1996
16726,Yamaha,RT100,1997
16727,Yamaha,RT100,1998
16728,Yamaha,RT100,1999
16729,Yamaha,RT100,2000
16730,Yamaha,RT100,2001
16731,Yamaha,RT100,2002
16732,Yamaha,RX125,1978
16733,Yamaha,RX125,1979
16734,Yamaha,RX125,1980
16735,Yamaha,RX125,1981
16736,Yamaha,RX125,1982
16737,Yamaha,RX125,1983
16738,Yamaha,RZ250,1983
16739,Yamaha,RZ250,1984
16740,Yamaha,RZ250,1985
16741,Yamaha,RZ250,1986
16742,Yamaha,RZ250,1987
16743,Yamaha,RZ250,1988
16744,Yamaha,RZ250,1989
16745,Yamaha,RZ250,1990
16746,Yamaha,RZ250,1991
16747,Yamaha,RZ350,1983
16748,Yamaha,RZ350,1984
16749,Yamaha,RZ350,1985
16750,Yamaha,RZ350,1986
16751,Yamaha,RZ350,1987
16752,Yamaha,RZ500,1984
16753,Yamaha,RZ500,1985
16754,Yamaha,RZ500,1986
16755,Yamaha,RZ500,1987
16756,Yamaha,SC 500,1973
16757,Yamaha,Scorpio,2007
16758,Yamaha,Scorpio,2008
16759,Yamaha,Scorpio,2009
16760,Yamaha,Scorpio,2010
16761,Yamaha,Serow (XT225),1992
16762,Yamaha,Serow (XT225),1993
16763,Yamaha,Serow (XT225),1994
16764,Yamaha,Serow (XT225),1995
16765,Yamaha,SR185,1982
16766,Yamaha,SR185,1983
16767,Yamaha,SR250,1980
16768,Yamaha,SR250,1981
16769,Yamaha,SR250,1982
16770,Yamaha,SR250,1983
16771,Yamaha,SR250,1984
16772,Yamaha,SR250,1985
16773,Yamaha,SR250,1986
16774,Yamaha,SR250,1987
16775,Yamaha,SR250,1988
16776,Yamaha,SR250,2002
16777,Yamaha,SR250,2003
16778,Yamaha,SR250,2004
16779,Yamaha,SR250,2005
16780,Yamaha,SR250,2006
16781,Yamaha,SR400,2010
16782,Yamaha,SR400,2011
16783,Yamaha,SR400,2014
16784,Yamaha,SR400,2015
16785,Yamaha,SR400,2016
16786,Yamaha,SR400,2017
16787,Yamaha,SR400 Anniversary,2016
16788,Yamaha,SR500,1978
16789,Yamaha,SR500,1979
16790,Yamaha,SR500,1980
16791,Yamaha,SR500,1981
16792,Yamaha,SRV250,1994
16793,Yamaha,SRV250,1995
16794,Yamaha,SRV250,1996
16795,Yamaha,SRV250,1997
16796,Yamaha,SRV250,1998
16797,Yamaha,SRV250,1999
16798,Yamaha,SRX250,1984
16799,Yamaha,SRX250,1985
16800,Yamaha,SRX250,1986
16801,Yamaha,SRX250,1987
16802,Yamaha,SRX250,1988
16803,Yamaha,SRX250,1989
16804,Yamaha,SRX600,1986
16805,Yamaha,SRX600,1987
16806,Yamaha,Star Tourer (XV1900AT),2012
16807,Yamaha,Star Tourer (XV1900AT),2013
16808,Yamaha,Star Tourer (XV1900AT),2014
16809,Yamaha,Star Tourer (XV1900AT),2015
16810,Yamaha,Star Tourer (XV1900AT),2016
16811,Yamaha,Star Tourer (XV1900AT),2017
16812,Yamaha,Star Tourer (XVS1300AT),2012
16813,Yamaha,Star Tourer (XVS1300AT),2013
16814,Yamaha,Star Tourer (XVS1300AT),2014
16815,Yamaha,Star Tourer (XVS1300AT),2015
16816,Yamaha,Stryker (XVS1300CU),2014
16817,Yamaha,Stryker (XVS1300CU),2015
16818,Yamaha,Stryker (XVS1300CU),2016
16819,Yamaha,Stryker (XVS1300CU),2017
16820,Yamaha,Stryker Bullet Cowl (XVS1300CUSPB),2015
16821,Yamaha,Stryker Bullet Cowl (XVS1300CUSPB),2016
16822,Yamaha,Stryker Bullet Cowl (XVS1300CUSPB),2017
16823,Yamaha,Stryker Special Edition (XVS1300CUSP),2014
16824,Yamaha,Stryker Special Edition (XVS1300CUSP),2015
16825,Yamaha,Super Tenere (XT1200Z),2010
16826,Yamaha,Super Tenere (XT1200Z),2011
16827,Yamaha,Super Tenere (XT1200Z),2012
16828,Yamaha,Super Tenere (XT1200Z),2013
16829,Yamaha,Super Tenere (XT1200Z),2014
16830,Yamaha,Super Tenere (XT1200Z),2015
16831,Yamaha,Super Tenere (XT1200Z),2016
16832,Yamaha,Super Tenere (XT1200Z),2017
16833,Yamaha,Super Tenere ES (XT1200ZE),2014
16834,Yamaha,Super Tenere ES (XT1200ZE),2015
16835,Yamaha,Super Tenere ES 60th Anniversary (XT1200ZESP),2016
16836,Yamaha,Super Tenere Outback Edition (XT1200ZOE),2010
16837,Yamaha,Super Tenere Outback Edition (XT1200ZOE),2011
16838,Yamaha,Super Tenere Outback Edition (XT1200ZOE),2012
16839,Yamaha,Super Tenere Outback Edition (XT1200ZOE),2013
16840,Yamaha,Super Tenere Outback Edition (XT1200ZOE),2014
16841,Yamaha,Super Tenere Outback Edition (XT1200ZOE),2016
16842,Yamaha,SZR660,1997
16843,Yamaha,SZR660,1998
16844,Yamaha,SZR660,1999
16845,Yamaha,TDM850,1991
16846,Yamaha,TDM850,1992
16847,Yamaha,TDM850,1993
16848,Yamaha,TDM850,1994
16849,Yamaha,TDM850,1999
16850,Yamaha,TDM850,2000
16851,Yamaha,TDM850,2001
16852,Yamaha,TDM850,2002
16853,Yamaha,TDM900,2002
16854,Yamaha,TDM900,2003
16855,Yamaha,TDM900,2004
16856,Yamaha,TDM900,2005
16857,Yamaha,TDM900,2006
16858,Yamaha,TDM900,2007
16859,Yamaha,TDM900,2008
16860,Yamaha,TDM900,2009
16861,Yamaha,TDM900,2010
16862,Yamaha,TDM900,2011
16863,Yamaha,TDM900,2012
16864,Yamaha,TDM900,2013
16865,Yamaha,TDM900,2014
16866,Yamaha,TDM900,2015
16867,Yamaha,TDR240,1988
16868,Yamaha,TDR250,1988
16869,Yamaha,Tenere (XT660Z),2009
16870,Yamaha,Tenere (XT660Z),2010
16871,Yamaha,Tenere (XT660Z),2011
16872,Yamaha,Tenere (XT660Z),2012
16873,Yamaha,Tenere (XT660Z),2013
16874,Yamaha,Tenere (XT660Z),2014
16875,Yamaha,Tenere (XT660Z),2015
16876,Yamaha,Tenere (XT660Z),2016
16877,Yamaha,Tenere (XT660Z),2017
16878,Yamaha,Tenere 600 (XT600Z),1983
16879,Yamaha,Tenere 600 (XT600Z),1984
16880,Yamaha,Tenere 600 (XT600Z),1985
16881,Yamaha,Tenere 600 (XT600Z),1986
16882,Yamaha,Tenere 600 (XT600Z),1987
16883,Yamaha,Tenere 600 (XT600Z),1988
16884,Yamaha,Tenere 600 (XT600Z),1989
16885,Yamaha,Tenere 660 (XTZ660),1996
16886,Yamaha,Tenere 660 (XTZ660),1997
16887,Yamaha,Tenere 660 (XTZ660),1998
16888,Yamaha,Tenere 660 (XTZ660),1999
16889,Yamaha,Tenere 660 (XTZ660),2000
16890,Yamaha,Timberwolf 250 4x2 (YFB250),1992
16891,Yamaha,Timberwolf 250 4x2 (YFB250),1993
16892,Yamaha,Timberwolf 250 4x2 (YFB250),1994
16893,Yamaha,Timberwolf 250 4x2 (YFB250),1995
16894,Yamaha,Timberwolf 250 4x2 (YFB250),1996
16895,Yamaha,Timberwolf 250 4x2 (YFB250),1997
16896,Yamaha,Timberwolf 250 4x2 (YFB250),1998
16897,Yamaha,Timberwolf 250 4x4 (YFB250FW),1995
16898,Yamaha,Timberwolf 250 4x4 (YFB250FW),1996
16899,Yamaha,Timberwolf 250 4x4 (YFB250FW),1997
16900,Yamaha,TMAX  (XP500),2001
16901,Yamaha,TMAX  (XP500),2002
16902,Yamaha,TMAX  (XP500),2003
16903,Yamaha,TMAX  (XP500),2004
16904,Yamaha,TMAX  (XP500),2005
16905,Yamaha,TMAX  (XP500),2006
16906,Yamaha,TMAX  (XP500),2007
16907,Yamaha,TMAX  (XP500),2008
16908,Yamaha,TMAX  (XP500),2009
16909,Yamaha,TMAX  (XP500),2010
16910,Yamaha,TMAX  (XP500),2011
16911,Yamaha,TMAX  (XP500),2012
16912,Yamaha,TMAX 530 (XP530),2013
16913,Yamaha,TMAX 530 ABS (XP500A),2014
16914,Yamaha,TMAX 530 ABS (XP500A),2015
16915,Yamaha,TMAX 530 ABS (XP500A),2016
16916,Yamaha,TMAX 530 ABS (XP500A),2017
16917,Yamaha,TMAX 530 SE ABS (XP530ASP),2015
16918,Yamaha,Trial 80 (TY80),1974
16919,Yamaha,Tricity (MW125),2015
16920,Yamaha,Tricity (MW125),2016
16921,Yamaha,Tricity (MW125),2017
16922,Yamaha,Tricity ABS (MW125A),2015
16923,Yamaha,Tricity ABS (MW125A),2016
16924,Yamaha,Tricity ABS (MW125A),2017
16925,Yamaha,TRX850,1996
16926,Yamaha,TRX850,1997
16927,Yamaha,TRX850,1998
16928,Yamaha,TRX850,1999
16929,Yamaha,TRX850,2000
16930,Yamaha,TT-R 250  (TT250R),1986
16931,Yamaha,TT-R 250  (TT250R),1987
16932,Yamaha,TT-R 250  (TT250R),1988
16933,Yamaha,TT-R 250  (TT250R),1989
16934,Yamaha,TT-R 250  (TT250R),1990
16935,Yamaha,TT-R 250  (TT250R),1991
16936,Yamaha,TT-R 250  (TT250R),1992
16937,Yamaha,TT-R 250  (TT250R),1993
16938,Yamaha,TT-R 250  (TT250R),1994
16939,Yamaha,TT-R 250  (TT250R),1995
16940,Yamaha,TT-R 250  (TT250R),1996
16941,Yamaha,TT-R 250  (TT250R),1997
16942,Yamaha,TT-R 250  (TT250R),1998
16943,Yamaha,TT-R 250  (TT250R),1999
16944,Yamaha,TT-R 250  (TT250R),2000
16945,Yamaha,TT-R 250  (TT250R),2001
16946,Yamaha,TT-R 250  (TT250R),2002
16947,Yamaha,TT-R 250  (TT250R),2003
16948,Yamaha,TT-R 250  (TT250R),2004
16949,Yamaha,TT-R 250  (TT250R),2005
16950,Yamaha,TT-R 250  (TT250R),2006
16951,Yamaha,TT-R 250  (TT250R),2007
16952,Yamaha,TT-R 250  (TT250R),2008
16953,Yamaha,TT-R 250  (TT250R),2009
16954,Yamaha,TT-R 250  (TT250R),2010
16955,Yamaha,TT-R 250  (TT250R),2011
16956,Yamaha,TT-R 250  (TT250R),2012
16957,Yamaha,TT-R110E,2008
16958,Yamaha,TT-R110E,2009
16959,Yamaha,TT-R110E,2010
16960,Yamaha,TT-R110E,2011
16961,Yamaha,TT-R110E,2012
16962,Yamaha,TT-R110E,2013
16963,Yamaha,TT-R110E,2014
16964,Yamaha,TT-R110E,2015
16965,Yamaha,TT-R110E,2016
16966,Yamaha,TT-R110E,2017
16967,Yamaha,TT-R125E,2003
16968,Yamaha,TT-R125E,2004
16969,Yamaha,TT-R125E,2005
16970,Yamaha,TT-R125E,2006
16971,Yamaha,TT-R125E,2007
16972,Yamaha,TT-R125E,2008
16973,Yamaha,TT-R125E,2009
16974,Yamaha,TT-R125E,2010
16975,Yamaha,TT-R125E,2011
16976,Yamaha,TT-R125E,2012
16977,Yamaha,TT-R125E,2013
16978,Yamaha,TT-R125E,2014
16979,Yamaha,TT-R125E,2015
