ID,Make,Model,Year
7758,Kawasaki,GPz250R,1988
7759,Kawasaki,GPz250R,1989
7760,Kawasaki,GPZ500S (EX500),1987
7761,Kawasaki,GPZ500S (EX500),1988
7762,Kawasaki,GPZ500S (EX500),1989
7763,Kawasaki,GPZ500S (EX500),1990
7764,Kawasaki,GPZ500S (EX500),1991
7765,Kawasaki,GPZ500S (EX500),1992
7766,Kawasaki,GPZ550 (Z550h),1982
7767,Kawasaki,GPZ550 (Z550h),1983
7768,Kawasaki,GPZ550 (Z550h),1984
7769,Kawasaki,GPZ600R (ZX600),1985
7770,Kawasaki,GPZ600R (ZX600),1986
7771,Kawasaki,GPZ600R (ZX600),1987
7772,Kawasaki,GPZ600R (ZX600),1988
7773,Kawasaki,GPz750 (ZX750),1982
7774,Kawasaki,GPz750 (ZX750),1983
7775,Kawasaki,GPz750 (ZX750),1984
7776,Kawasaki,GPz750 (ZX750),1985
7777,Kawasaki,GPz750 (ZX750),1986
7778,Kawasaki,GPz750 (ZX750),1987
7779,Kawasaki,GPz750 (ZX750),1988
7780,Kawasaki,GPz750T (ZX750-E Turbo),1983
7781,Kawasaki,GPz750T (ZX750-E Turbo),1984
7782,Kawasaki,GPz750T (ZX750-E Turbo),1985
7783,Kawasaki,GPz900R (ZX900R),1984
7784,Kawasaki,GPz900R (ZX900R),1985
7785,Kawasaki,GPz900R (ZX900R),1986
7786,Kawasaki,GPz900R (ZX900R),1987
7787,Kawasaki,GPz900R (ZX900R),1988
7788,Kawasaki,GPz900R (ZX900R),1989
7789,Kawasaki,GPz900R (ZX900R),1990
7790,Kawasaki,GPz900R (ZX900R),1991
7791,Kawasaki,GT750 P (Z750),1982
7792,Kawasaki,GT750 P (Z750),1983
7793,Kawasaki,GT750 P (Z750),1984
7794,Kawasaki,GT750 P (Z750),1985
7795,Kawasaki,H1,1969
7796,Kawasaki,H1,1970
7797,Kawasaki,H1,1971
7798,Kawasaki,H1,1972
7799,Kawasaki,H1,1973
7800,Kawasaki,H1,1974
7801,Kawasaki,H1,1975
7802,Kawasaki,H1,1976
7803,Kawasaki,H2 750 Mach IV,1972
7804,Kawasaki,H2 750 Mach IV,1973
7805,Kawasaki,H2 750 Mach IV,1974
7806,Kawasaki,H2 750 Mach IV,1975
7807,Kawasaki,H2 750 Mach IV,1976
7808,Kawasaki,KD80,1980
7809,Kawasaki,KD80,1981
7810,Kawasaki,KD80,1982
7811,Kawasaki,KD80,1983
7812,Kawasaki,KD80,1984
7813,Kawasaki,KD80,1985
7814,Kawasaki,KD80,1986
7815,Kawasaki,KD80,1987
7816,Kawasaki,KD80,1988
7817,Kawasaki,KD80,1989
7818,Kawasaki,KDX175B,1980
7819,Kawasaki,KDX175B,1981
7820,Kawasaki,KDX175B,1982
7821,Kawasaki,KDX175B,1983
7822,Kawasaki,KDX200A,1983
7823,Kawasaki,KDX200A,1984
7824,Kawasaki,KDX200A,1985
7825,Kawasaki,KDX200B,1983
7826,Kawasaki,KDX200B,1984
7827,Kawasaki,KDX200B,1985
7828,Kawasaki,KDX200D,1986
7829,Kawasaki,KDX200D,1987
7830,Kawasaki,KDX200D,1988
7831,Kawasaki,KDX200D,1989
7832,Kawasaki,KDX200E,1989
7833,Kawasaki,KDX200E,1990
7834,Kawasaki,KDX200E,1991
7835,Kawasaki,KDX200E,1992
7836,Kawasaki,KDX200E,1993
7837,Kawasaki,KDX200E,1994
7838,Kawasaki,KDX200E,1995
7839,Kawasaki,KDX200F,1990
7840,Kawasaki,KDX200F,1991
7841,Kawasaki,KDX200F,1993
7842,Kawasaki,KDX200G,1990
7843,Kawasaki,KDX200H,1996
7844,Kawasaki,KDX200H,1997
7845,Kawasaki,KDX200R,1997
7846,Kawasaki,KDX200R,1998
7847,Kawasaki,KDX200R,1999
7848,Kawasaki,KDX200R,2000
7849,Kawasaki,KDX200R,2001
7850,Kawasaki,KDX200R,2002
7851,Kawasaki,KDX200R,2003
7852,Kawasaki,KDX250B,1982
7853,Kawasaki,KDX250B,1983
7854,Kawasaki,KDX250B,1984
7855,Kawasaki,KDX250B,1985
7856,Kawasaki,KDX250C,1983
7857,Kawasaki,KDX250C,1984
7858,Kawasaki,KDX250C,1985
7859,Kawasaki,KDX250E,1991
7860,Kawasaki,KDX250E,1992
7861,Kawasaki,KDX250E,1993
7862,Kawasaki,KDX250E,1996
7863,Kawasaki,KDX250F,1991
7864,Kawasaki,KDX250F,1992
7865,Kawasaki,KDX250F,1993
7866,Kawasaki,KDX250F,1994
7867,Kawasaki,KDX450,1981
7868,Kawasaki,KDX450,1982
7869,Kawasaki,KDX450,1983
7870,Kawasaki,KDX50,2002
7871,Kawasaki,KDX50,2003
7872,Kawasaki,KDX50,2004
7873,Kawasaki,KDX50,2005
7874,Kawasaki,KDX50,2006
7875,Kawasaki,KDX50,2007
7876,Kawasaki,KE100B,1982
7877,Kawasaki,KE100B,1983
7878,Kawasaki,KE100B,1984
7879,Kawasaki,KE100B,1985
7880,Kawasaki,KE100B,1986
7881,Kawasaki,KE100B,1987
7882,Kawasaki,KE100B,1988
7883,Kawasaki,KE100B,1994
7884,Kawasaki,KE100B,1995
7885,Kawasaki,KE100B,1996
7886,Kawasaki,KE100B,1997
7887,Kawasaki,KE100B,1998
7888,Kawasaki,KE100B,1999
7889,Kawasaki,KE100B,2000
7890,Kawasaki,KE100B,2001
7891,Kawasaki,KE125,1978
7892,Kawasaki,KE125,1979
7893,Kawasaki,KE125,1980
7894,Kawasaki,KE125,1981
7895,Kawasaki,KE125,1982
7896,Kawasaki,KE125,1983
7897,Kawasaki,KE125,1984
7898,Kawasaki,KE125,1985
7899,Kawasaki,KE175B,1976
7900,Kawasaki,KE175B,1977
7901,Kawasaki,KE175B,1978
7902,Kawasaki,KE175B,1979
7903,Kawasaki,KE175B,1980
7904,Kawasaki,KE175D,1980
7905,Kawasaki,KE175D,1981
7906,Kawasaki,KE175D,1982
7907,Kawasaki,KE175D,1983
7908,Kawasaki,KFS50,2002
7909,Kawasaki,KFS50,2003
7910,Kawasaki,KFX400,2003
7911,Kawasaki,KFX400,2004
7912,Kawasaki,KFX400,2005
7913,Kawasaki,KFX400,2006
7914,Kawasaki,KFX450,2007
7915,Kawasaki,KFX450,2008
7916,Kawasaki,KFX450,2009
7917,Kawasaki,KFX450,2010
7918,Kawasaki,KFX450R,2008
7919,Kawasaki,KFX450R,2012
7920,Kawasaki,KFX450R,2013
7921,Kawasaki,KFX450R,2014
7922,Kawasaki,KFX450R Monster Energy,2009
7923,Kawasaki,KFX450R Monster Energy,2010
7924,Kawasaki,KFX50,2004
7925,Kawasaki,KFX50,2005
7926,Kawasaki,KFX50,2006
7927,Kawasaki,KFX50,2007
7928,Kawasaki,KFX50,2008
7929,Kawasaki,KFX50,2009
7930,Kawasaki,KFX50,2010
7931,Kawasaki,KFX50,2011
7932,Kawasaki,KFX50,2012
7933,Kawasaki,KFX50,2013
7934,Kawasaki,KFX50,2014
7935,Kawasaki,KFX50,2015
7936,Kawasaki,KFX50,2016
7937,Kawasaki,KFX50,2017
7938,Kawasaki,KFX700,2004
7939,Kawasaki,KFX700,2005
7940,Kawasaki,KFX700,2006
7941,Kawasaki,KFX700,2007
7942,Kawasaki,KFX700,2008
7943,Kawasaki,KFX700,2009
7944,Kawasaki,KFX80,2002
7945,Kawasaki,KFX80,2003
7946,Kawasaki,KFX80,2004
7947,Kawasaki,KFX80,2005
7948,Kawasaki,KFX80,2006
7949,Kawasaki,KFX90,2007
7950,Kawasaki,KFX90,2008
7951,Kawasaki,KFX90,2009
7952,Kawasaki,KFX90,2010
7953,Kawasaki,KFX90,2011
7954,Kawasaki,KFX90,2012
7955,Kawasaki,KFX90,2013
7956,Kawasaki,KFX90,2014
7957,Kawasaki,KFX90,2015
7958,Kawasaki,KFX90,2016
7959,Kawasaki,KFX90,2017
7960,Kawasaki,KH100EX (KC100G),1980
7961,Kawasaki,KH100G,1981
7962,Kawasaki,KH100G,1982
7963,Kawasaki,KH100G,1983
7964,Kawasaki,KH100G,1984
7965,Kawasaki,KH100G,1985
7966,Kawasaki,KH100G,1986
7967,Kawasaki,KH100G,1987
7968,Kawasaki,KH100G,1988
7969,Kawasaki,KH100G,1989
7970,Kawasaki,KH125A,1977
7971,Kawasaki,KH125A,1978
7972,Kawasaki,KH125A,1979
7973,Kawasaki,KH125A,1980
7974,Kawasaki,KH125A,1981
7975,Kawasaki,KH125A,1982
7976,Kawasaki,KH250 B,1976
7977,Kawasaki,KH250 B,1977
7978,Kawasaki,KH250 B,1978
7979,Kawasaki,KH250 B,1979
7980,Kawasaki,KH250 B,1980
7981,Kawasaki,KH400,1976
7982,Kawasaki,KH400,1977
7983,Kawasaki,KL250 A,1977
7984,Kawasaki,KL250 A,1978
7985,Kawasaki,KL250 A,1979
7986,Kawasaki,KL250 A,1980
7987,Kawasaki,KL250 A,1981
7988,Kawasaki,KL250 A,1982
7989,Kawasaki,KL250 B,1982
7990,Kawasaki,KL250 C,1983
7991,Kawasaki,KL250 C,1984
7992,Kawasaki,KL600,1984
7993,Kawasaki,KL600,1985
7994,Kawasaki,KL600,1986
7995,Kawasaki,KLE500,1992
7996,Kawasaki,KLE500,1993
7997,Kawasaki,KLE500,1994
7998,Kawasaki,KLE500,1995
7999,Kawasaki,KLE500,2006
8000,Kawasaki,KLE500,2007
8001,Kawasaki,KLE500,2008
8002,Kawasaki,KLF185,1985
8003,Kawasaki,KLF185,1986
8004,Kawasaki,KLF185,1987
8005,Kawasaki,KLF185,1988
8006,Kawasaki,KLF220,1987
8007,Kawasaki,KLF220,1988
8008,Kawasaki,KLF220,1989
8009,Kawasaki,KLF220,1990
8010,Kawasaki,KLF220,1991
8011,Kawasaki,KLF220,1992
8012,Kawasaki,KLF220,1993
8013,Kawasaki,KLF220,1994
8014,Kawasaki,KLF220,1995
8015,Kawasaki,KLF220,1996
8016,Kawasaki,KLF220,1997
8017,Kawasaki,KLF220,1998
8018,Kawasaki,KLF220,1999
8019,Kawasaki,KLF220,2000
8020,Kawasaki,KLF250,2002
8021,Kawasaki,KLF250,2003
8022,Kawasaki,KLF250,2004
8023,Kawasaki,KLF250,2005
8024,Kawasaki,KLF250,2006
8025,Kawasaki,KLF250,2007
8026,Kawasaki,KLF250,2008
8027,Kawasaki,KLF250,2009
8028,Kawasaki,KLF300-B (2x4),1996
8029,Kawasaki,KLF360 Workhorse,2003
8030,Kawasaki,KLF360 Workhorse,2004
8031,Kawasaki,KLF360 Workhorse,2005
8032,Kawasaki,KLF360 Workhorse,2006
8033,Kawasaki,KLF400,1993
8034,Kawasaki,KLF400,1994
8035,Kawasaki,KLF400,1995
8036,Kawasaki,KLF400,1996
8037,Kawasaki,KLF400,1997
8038,Kawasaki,KLR250  (KL250 D),1984
8039,Kawasaki,KLR250  (KL250 D),1985
8040,Kawasaki,KLR250  (KL250 D),1986
8041,Kawasaki,KLR250  (KL250 D),1987
8042,Kawasaki,KLR250  (KL250 D),1988
8043,Kawasaki,KLR250  (KL250 D),1989
8044,Kawasaki,KLR250  (KL250 D),1990
8045,Kawasaki,KLR250  (KL250 D),1991
8046,Kawasaki,KLR250  (KL250 D),1992
8047,Kawasaki,KLR250  (KL250 D),1993
8048,Kawasaki,KLR250  (KL250 D),1994
8049,Kawasaki,KLR250  (KL250 D),1996
8050,Kawasaki,KLR250  (KL250 D),1997
8051,Kawasaki,KLR250  (KL250 D),1998
8052,Kawasaki,KLR250  (KL250 D),1999
8053,Kawasaki,KLR250  (KL250 D),2000
8054,Kawasaki,KLR250  (KL250 D),2001
8055,Kawasaki,KLR250  (KL250 D),2002
8056,Kawasaki,KLR250  (KL250 D),2003
8057,Kawasaki,KLR250  (KL250 D),2004
8058,Kawasaki,KLR250  (KL250 D),2005
8059,Kawasaki,KLR250  (KL250 D),2006
8060,Kawasaki,KLR600,1984
8061,Kawasaki,KLR600,1985
8062,Kawasaki,KLR600,1986
8063,Kawasaki,KLR600,1987
8064,Kawasaki,KLR600,1990
8065,Kawasaki,KLR650,1987
8066,Kawasaki,KLR650,1988
8067,Kawasaki,KLR650,1989
8068,Kawasaki,KLR650,1990
8069,Kawasaki,KLR650,1991
8070,Kawasaki,KLR650,1992
8071,Kawasaki,KLR650,1993
8072,Kawasaki,KLR650,1994
8073,Kawasaki,KLR650,1995
8074,Kawasaki,KLR650,1996
8075,Kawasaki,KLR650,1997
8076,Kawasaki,KLR650,1998
8077,Kawasaki,KLR650,1999
8078,Kawasaki,KLR650,2000
8079,Kawasaki,KLR650,2001
8080,Kawasaki,KLR650,2002
8081,Kawasaki,KLR650,2003
8082,Kawasaki,KLR650,2004
8083,Kawasaki,KLR650,2005
8084,Kawasaki,KLR650,2006
8085,Kawasaki,KLR650,2007
8086,Kawasaki,KLR650,2008
8087,Kawasaki,KLR650,2009
8088,Kawasaki,KLR650,2010
8089,Kawasaki,KLR650,2011
8090,Kawasaki,KLR650,2012
8091,Kawasaki,KLR650,2013
8092,Kawasaki,KLR650,2014
8093,Kawasaki,KLR650,2015
8094,Kawasaki,KLR650,2016
8095,Kawasaki,KLR650,2017
8096,Kawasaki,KLR650 Camo (KLR650E),2016
8097,Kawasaki,KLR650 New Edition (KLR650E),2014
8098,Kawasaki,KLT110,1984
8099,Kawasaki,KLT110,1985
8100,Kawasaki,KLT160,1985
8101,Kawasaki,KLT160,1986
8102,Kawasaki,KLT200A,1982
8103,Kawasaki,KLT200A,1983
8104,Kawasaki,KLT200B - 3 Wheel,1983
8105,Kawasaki,KLT200C - 3 Wheel,1983
8106,Kawasaki,KLT200C - 3 Wheel,1984
8107,Kawasaki,KLT250A - 3 Wheel,1982
8108,Kawasaki,KLT250A - 3 Wheel,1983
8109,Kawasaki,KLT250C - 3 Wheel,1983
8110,Kawasaki,KLT250C - 3 Wheel,1984
8111,Kawasaki,KLT250C - 3 Wheel,1985
8112,Kawasaki,KLX110,2001
8113,Kawasaki,KLX110,2002
8114,Kawasaki,KLX110,2003
8115,Kawasaki,KLX110,2004
8116,Kawasaki,KLX110,2005
8117,Kawasaki,KLX110,2006
8118,Kawasaki,KLX110,2007
8119,Kawasaki,KLX110,2008
8120,Kawasaki,KLX110,2009
8121,Kawasaki,KLX110,2010
8122,Kawasaki,KLX110,2011
8123,Kawasaki,KLX110,2012
8124,Kawasaki,KLX110,2013
8125,Kawasaki,KLX110,2014
8126,Kawasaki,KLX110,2015
8127,Kawasaki,KLX110,2016
8128,Kawasaki,KLX110,2017
8129,Kawasaki,KLX110L,2010
8130,Kawasaki,KLX110L,2011
8131,Kawasaki,KLX110L,2012
8132,Kawasaki,KLX110L,2013
8133,Kawasaki,KLX110L,2014
8134,Kawasaki,KLX110L,2015
8135,Kawasaki,KLX110L,2016
8136,Kawasaki,KLX110L,2017
8137,Kawasaki,KLX125,2000
8138,Kawasaki,KLX125,2001
8139,Kawasaki,KLX125,2003
8140,Kawasaki,KLX125,2004
8141,Kawasaki,KLX125,2005
8142,Kawasaki,KLX125,2006
8143,Kawasaki,KLX125L,2002
8144,Kawasaki,KLX125L,2003
8145,Kawasaki,KLX125L,2004
8146,Kawasaki,KLX125L,2005
8147,Kawasaki,KLX125L,2006
8148,Kawasaki,KLX140,2008
8149,Kawasaki,KLX140,2009
8150,Kawasaki,KLX140,2010
8151,Kawasaki,KLX140,2011
8152,Kawasaki,KLX140,2012
8153,Kawasaki,KLX140,2013
8154,Kawasaki,KLX140,2014
8155,Kawasaki,KLX140,2015
8156,Kawasaki,KLX140,2016
8157,Kawasaki,KLX140,2017
8158,Kawasaki,KLX140 Monster Energy,2009
8159,Kawasaki,KLX140 Monster Energy,2010
8160,Kawasaki,KLX140L,2008
8161,Kawasaki,KLX140L,2009
8162,Kawasaki,KLX140L,2010
8163,Kawasaki,KLX140L,2011
8164,Kawasaki,KLX140L,2012
8165,Kawasaki,KLX140L,2013
8166,Kawasaki,KLX140L,2014
8167,Kawasaki,KLX140L,2015
8168,Kawasaki,KLX140L,2016
8169,Kawasaki,KLX140L,2017
8170,Kawasaki,KLX140L Monster Energy,2009
8171,Kawasaki,KLX140L Monster Energy,2010
8172,Kawasaki,KLX140L Monster Energy,2011
8173,Kawasaki,KLX150BF (KLX150F),2015
8174,Kawasaki,KLX150BF (KLX150F),2016
8175,Kawasaki,KLX150BF (KLX150F),2017
8176,Kawasaki,KLX150L (KLX150E),2014
8177,Kawasaki,KLX150L (KLX150E),2015
8178,Kawasaki,KLX250,2005
8179,Kawasaki,KLX250,2006
8180,Kawasaki,KLX250,2007
8181,Kawasaki,KLX250,2008
8182,Kawasaki,KLX250 (KLX250E),1993
8183,Kawasaki,KLX250 (KLX250E),1994
8184,Kawasaki,KLX250 (KLX250E),1995
8185,Kawasaki,KLX250 (KLX250E),1996
8186,Kawasaki,KLX250 (KLX250E),1997
8187,Kawasaki,KLX250 (KLX250E),1998
8188,Kawasaki,KLX250 (KLX250E),1999
8189,Kawasaki,KLX250B,1980
8190,Kawasaki,KLX250B,1981
8191,Kawasaki,KLX250B,1982
8192,Kawasaki,KLX250C,1983
8193,Kawasaki,KLX250H,1999
8194,Kawasaki,KLX250H,2000
8195,Kawasaki,KLX250H,2001
8196,Kawasaki,KLX250H,2002
8197,Kawasaki,KLX250R (KLX250D),1994
8198,Kawasaki,KLX250R (KLX250D),1995
8199,Kawasaki,KLX250R (KLX250D),1996
8200,Kawasaki,KLX250R (KLX250D),1997
8201,Kawasaki,KLX250R (KLX250D),1998
8202,Kawasaki,KLX250R (KLX250D),1999
8203,Kawasaki,KLX250R (KLX250D),2000
8204,Kawasaki,KLX250R (KLX250D),2001
8205,Kawasaki,KLX250R (KLX250D),2002
8206,Kawasaki,KLX250R (KLX250D),2003
8207,Kawasaki,KLX250R (KLX250D),2004
8208,Kawasaki,KLX250R (KLX250D),2005
8209,Kawasaki,KLX250R (KLX250D),2006
8210,Kawasaki,KLX250R (KLX250D),2007
8211,Kawasaki,KLX250S,2008
8212,Kawasaki,KLX250S,2009
8213,Kawasaki,KLX250S,2010
8214,Kawasaki,KLX250S,2011
8215,Kawasaki,KLX250S,2012
8216,Kawasaki,KLX250S,2013
8217,Kawasaki,KLX250S,2014
8218,Kawasaki,KLX250S,2015
8219,Kawasaki,KLX250S,2016
8220,Kawasaki,KLX250S,2017
8221,Kawasaki,KLX250SF Supermoto,2011
8222,Kawasaki,KLX250SF Supermoto,2012
8223,Kawasaki,KLX300R,1997
8224,Kawasaki,KLX300R,1998
8225,Kawasaki,KLX300R,1999
8226,Kawasaki,KLX300R,2000
8227,Kawasaki,KLX300R,2001
8228,Kawasaki,KLX300R,2002
8229,Kawasaki,KLX300R,2003
8230,Kawasaki,KLX300R,2004
8231,Kawasaki,KLX300R,2005
8232,Kawasaki,KLX300R,2006
8233,Kawasaki,KLX400R,2002
8234,Kawasaki,KLX400R,2003
8235,Kawasaki,KLX400R,2004
8236,Kawasaki,KLX400R,2005
8237,Kawasaki,KLX450R,2007
8238,Kawasaki,KLX450R,2008
8239,Kawasaki,KLX450R,2009
8240,Kawasaki,KLX450R,2010
8241,Kawasaki,KLX450R,2011
8242,Kawasaki,KLX450R,2012
8243,Kawasaki,KLX450R,2013
8244,Kawasaki,KLX450R,2014
8245,Kawasaki,KLX450R,2015
8246,Kawasaki,KLX450R,2016
8247,Kawasaki,KLX450R,2017
8248,Kawasaki,KLX650,1993
8249,Kawasaki,KLX650,1994
8250,Kawasaki,KLX650,1995
8251,Kawasaki,KLX650R (KLX650),1993
8252,Kawasaki,KLX650R (KLX650),1994
8253,Kawasaki,KLX650R (KLX650),1995
8254,Kawasaki,KLX650R (KLX650),1996
8255,Kawasaki,KLX650R (KLX650),1997
8256,Kawasaki,KLX650R (KLX650),1998
8257,Kawasaki,KLX650R (KLX650),1999
8258,Kawasaki,KLX650R (KLX650),2000
8259,Kawasaki,KLX650R (KLX650),2001
8260,Kawasaki,KLX650R (KLX650),2002
8261,Kawasaki,KLX650R (KLX650),2003
8262,Kawasaki,KM100,1980
8263,Kawasaki,KM100,1981
8264,Kawasaki,KR-1/KR-1S (KR250),1984
8265,Kawasaki,KR-1/KR-1S (KR250),1985
8266,Kawasaki,KR-1/KR-1S (KR250),1986
8267,Kawasaki,KR-1/KR-1S (KR250),1987
8268,Kawasaki,KR-1/KR-1S (KR250),1988
8269,Kawasaki,KR-1/KR-1S (KR250),1989
8270,Kawasaki,KR-1/KR-1S (KR250),1990
8271,Kawasaki,KR-1/KR-1S (KR250),1991
8272,Kawasaki,KR-1/KR-1S (KR250),1992
8273,Kawasaki,KR-1/KR-1S (KR250),1993
8274,Kawasaki,KT250,1975
8275,Kawasaki,KT250,1976
8276,Kawasaki,KV100,1976
8277,Kawasaki,KV100,1985
8278,Kawasaki,KV100,1986
8279,Kawasaki,KV100,1987
8280,Kawasaki,KV100,1988
8281,Kawasaki,KV175,1985
8282,Kawasaki,KV175,1986
8283,Kawasaki,KV175,1987
8284,Kawasaki,KV175,1988
8285,Kawasaki,KV175,1989
8286,Kawasaki,KV175,1990
8287,Kawasaki,KV175,1991
8288,Kawasaki,KV175,1992
8289,Kawasaki,KV175,1993
8290,Kawasaki,KV250,1983
8291,Kawasaki,KV250,1984
8292,Kawasaki,KV250,1985
8293,Kawasaki,KV250,1986
8294,Kawasaki,KV250,1987
8295,Kawasaki,KV250,1988
8296,Kawasaki,KV75,1976
8297,Kawasaki,KVF300A Workhorse,1999
8298,Kawasaki,KVF300A Workhorse,2000
8299,Kawasaki,KVF300B Workhorse,1999
8300,Kawasaki,KVF300B Workhorse,2000
8301,Kawasaki,KVF300B Workhorse,2001
8302,Kawasaki,KVF360 4x4,2012
8303,Kawasaki,KVF360 4x4,2013
8304,Kawasaki,KVF360 4x4,2014
8305,Kawasaki,KVF360 4x4,2015
8306,Kawasaki,KVF360 4x4,2016
8307,Kawasaki,KVF360 4x4,2017
8308,Kawasaki,KVF400 4x2,2000
8309,Kawasaki,KVF400 4x4,1997
8310,Kawasaki,KVF400C Workhorse,1999
8311,Kawasaki,KVF400C Workhorse,2000
8312,Kawasaki,KVF650 4x4i,2012
8313,Kawasaki,KVF650 4x4i,2013
8314,Kawasaki,KVF650 4x4i,2014
8315,Kawasaki,KVF650 4x4i,2015
8316,Kawasaki,KVF650 4x4i,2016
8317,Kawasaki,KVF650 4x4i,2017
8318,Kawasaki,KVF700,2004
8319,Kawasaki,KVF700,2005
8320,Kawasaki,KVF700,2006
8321,Kawasaki,KVF750 4x4 EPS (KVF750G),2012
8322,Kawasaki,KVF750 4x4 EPS (KVF750G),2013
8323,Kawasaki,KVF750 4x4 EPS (KVF750G),2014
8324,Kawasaki,KVF750 4x4 EPS (KVF750G),2015
8325,Kawasaki,KVF750 4x4 EPS (KVF750G),2016
8326,Kawasaki,KVF750 4x4 EPS (KVF750G),2017
8327,Kawasaki,KX100,1989
8328,Kawasaki,KX100,1990
8329,Kawasaki,KX100,1991
8330,Kawasaki,KX100,1992
8331,Kawasaki,KX100,1993
8332,Kawasaki,KX100,1994
8333,Kawasaki,KX100,1995
8334,Kawasaki,KX100,1996
8335,Kawasaki,KX100,1997
8336,Kawasaki,KX100,1998
8337,Kawasaki,KX100,1999
8338,Kawasaki,KX100,2000
8339,Kawasaki,KX100,2001
8340,Kawasaki,KX100,2002
8341,Kawasaki,KX100,2003
8342,Kawasaki,KX100,2004
8343,Kawasaki,KX100,2005
8344,Kawasaki,KX100,2006
8345,Kawasaki,KX125,1980
8346,Kawasaki,KX125,1981
8347,Kawasaki,KX125,1982
8348,Kawasaki,KX125,1983
8349,Kawasaki,KX125,1984
8350,Kawasaki,KX125,1985
8351,Kawasaki,KX125,1986
8352,Kawasaki,KX125,1987
8353,Kawasaki,KX125,1988
8354,Kawasaki,KX125,1989
8355,Kawasaki,KX125,1990
8356,Kawasaki,KX125,1991
8357,Kawasaki,KX125,1992
8358,Kawasaki,KX125,1993
8359,Kawasaki,KX125,1994
8360,Kawasaki,KX125,1995
8361,Kawasaki,KX125,1996
8362,Kawasaki,KX125,1997
8363,Kawasaki,KX125,1998
8364,Kawasaki,KX125,1999
8365,Kawasaki,KX125,2000
8366,Kawasaki,KX125,2001
8367,Kawasaki,KX125,2002
8368,Kawasaki,KX125,2003
8369,Kawasaki,KX125,2004
8370,Kawasaki,KX125,2005
8371,Kawasaki,KX125,2006
8372,Kawasaki,KX125,2007
8373,Kawasaki,KX125,2008
8374,Kawasaki,KX250,1978
8375,Kawasaki,KX250,1979
8376,Kawasaki,KX250,1980
8377,Kawasaki,KX250,1981
8378,Kawasaki,KX250,1982
8379,Kawasaki,KX250,1983
8380,Kawasaki,KX250,1984
8381,Kawasaki,KX250,1985
8382,Kawasaki,KX250,1986
8383,Kawasaki,KX250,1987
8384,Kawasaki,KX250,1988
8385,Kawasaki,KX250,1989
8386,Kawasaki,KX250,1990
8387,Kawasaki,KX250,1991
8388,Kawasaki,KX250,1992
8389,Kawasaki,KX250,1993
8390,Kawasaki,KX250,1994
8391,Kawasaki,KX250,1995
8392,Kawasaki,KX250,1996
8393,Kawasaki,KX250,1997
8394,Kawasaki,KX250,1998
8395,Kawasaki,KX250,1999
8396,Kawasaki,KX250,2000
8397,Kawasaki,KX250,2001
8398,Kawasaki,KX250,2002
8399,Kawasaki,KX250,2003
8400,Kawasaki,KX250,2004
8401,Kawasaki,KX250,2005
8402,Kawasaki,KX250,2006
8403,Kawasaki,KX250,2007
8404,Kawasaki,KX250,2008
8405,Kawasaki,KX250F,2004
8406,Kawasaki,KX250F,2005
8407,Kawasaki,KX250F,2006
8408,Kawasaki,KX250F,2007
8409,Kawasaki,KX250F,2008
8410,Kawasaki,KX250F,2009
8411,Kawasaki,KX250F,2010
8412,Kawasaki,KX250F,2011
8413,Kawasaki,KX250F,2012
8414,Kawasaki,KX250F,2013
8415,Kawasaki,KX250F,2014
8416,Kawasaki,KX250F,2015
8417,Kawasaki,KX250F,2016
8418,Kawasaki,KX250F,2017
8419,Kawasaki,KX250F Monster Energy,2009
8420,Kawasaki,KX450,1974
8421,Kawasaki,KX450F,2007
8422,Kawasaki,KX450F,2008
8423,Kawasaki,KX450F,2009
8424,Kawasaki,KX450F,2010
8425,Kawasaki,KX450F,2011
8426,Kawasaki,KX450F,2012
8427,Kawasaki,KX450F,2013
8428,Kawasaki,KX450F,2014
8429,Kawasaki,KX450F,2015
8430,Kawasaki,KX450F,2016
8431,Kawasaki,KX450F,2017
8432,Kawasaki,KX450F (4spd),2005
8433,Kawasaki,KX450F (4spd),2006
8434,Kawasaki,KX450F Monster Energy,2009
8435,Kawasaki,KX450F Monster Energy,2010
8436,Kawasaki,KX500,1983
8437,Kawasaki,KX500,1984
8438,Kawasaki,KX500,1985
8439,Kawasaki,KX500,1986
8440,Kawasaki,KX500,1987
8441,Kawasaki,KX500,1988
8442,Kawasaki,KX500,1989
8443,Kawasaki,KX500,1990
8444,Kawasaki,KX500,1991
8445,Kawasaki,KX500,1992
8446,Kawasaki,KX500,1993
8447,Kawasaki,KX500,1994
8448,Kawasaki,KX500,1995
8449,Kawasaki,KX500,1996
8450,Kawasaki,KX500,1997
8451,Kawasaki,KX500,1998
8452,Kawasaki,KX500,1999
8453,Kawasaki,KX500,2000
8454,Kawasaki,KX500,2001
8455,Kawasaki,KX500,2002
8456,Kawasaki,KX500,2003
8457,Kawasaki,KX500,2004
8458,Kawasaki,KX500,2005
8459,Kawasaki,KX500,2006
8460,Kawasaki,KX60,1983
8461,Kawasaki,KX60,1984
8462,Kawasaki,KX60,1985
8463,Kawasaki,KX60,1986
8464,Kawasaki,KX60,1987
8465,Kawasaki,KX60,1988
8466,Kawasaki,KX60,1989
8467,Kawasaki,KX60,1990
8468,Kawasaki,KX60,1991
8469,Kawasaki,KX60,1992
8470,Kawasaki,KX60,1993
